#count=9991
    6.202015684070855e-01     6.742311698879634e-01     5.123432981017565e-01     4.811841729290771e-01     4.752240953210427e-01     4.817652042234276e-01     4.756875330399530e-01     4.764463520306875e-01     4.856913090723763e-01     4.745376611920897e-01     4.841081796811321e-01     4.817179744567845e-01     4.759131031721424e-01     4.804981933488146e-01     4.790873366147692e-01     4.824018510219706e-01     4.722507122111873e-01     4.683786537131440e-01     4.743365464626081e-01     4.763300999231989e-01     4.766327049913465e-01     4.847704356760731e-01     4.891899945891005e-01     4.869565762430539e-01     4.946355632671046e-01     4.819627348051237e-01     4.693721634882063e-01     4.821262067611848e-01     4.844166238123788e-01     4.983415496397864e-01     4.913923927372920e-01     5.104751769727404e-01 
    5.094965544762299e-01     5.212182047581616e-01     5.065170129198338e-01     4.854849751402761e-01     4.853510522138211e-01     4.902267268859710e-01     4.785948882138419e-01     4.766933028185799e-01     4.858729834797550e-01     4.747366814871624e-01     4.897642950525832e-01     4.833499886322506e-01     4.851385692414034e-01     4.873925454055629e-01     4.834043021133244e-01     4.793186342011959e-01     4.602149668219717e-01     4.752763054163117e-01     4.884974583847178e-01     4.934972062702207e-01     4.869009305471814e-01     4.857384304587916e-01     4.893400989094640e-01     4.911938000928670e-01     4.952594062501560e-01     4.807691168969988e-01     4.654235371681776e-01     4.620473546588492e-01     4.746036375174271e-01     4.882432531183941e-01     4.867206249896960e-01     4.920017161035088e-01 
    5.040890241398489e-01     5.148668804773975e-01     4.936311517140876e-01     4.826297652067140e-01     4.724858051415605e-01     4.985307587423974e-01     4.931263114388151e-01     4.868278089530624e-01     4.827149084559834e-01     4.937999330484109e-01     4.945726252501449e-01     4.897220015935733e-01     4.778500908281571e-01     4.716385980555138e-01     4.768947945256749e-01     4.888102108184240e-01     4.793660797486161e-01     4.829151350783854e-01     4.821609240609643e-01     4.838548412728733e-01     4.812670606826069e-01     4.883693539161496e-01     4.914412831731877e-01     4.914373447453302e-01     4.926230074301864e-01     4.824471411906219e-01     4.626284251536374e-01     4.663171347128546e-01     4.797070165029127e-01     4.886990283298057e-01     4.962744113725191e-01     4.913133986145607e-01 
    4.997967397304942e-01     4.926904764675901e-01     4.832010413547226e-01     4.741399528380325e-01     4.883505253184944e-01     4.941828540155614e-01     4.819913062483867e-01     4.755445877533775e-01     4.851282684976485e-01     4.936834101706747e-01     4.957739180697481e-01     4.910891013574941e-01     4.781486078298984e-01     4.705659439911967e-01     4.653644855308282e-01     4.761581310984179e-01     4.827609016241755e-01     4.745302556060792e-01     4.741929623104570e-01     4.703709466314869e-01     4.789113490107750e-01     4.819723807154582e-01     4.835184249877681e-01     4.961809308702516e-01     4.819243692849753e-01     4.739888835718165e-01     4.720349687206731e-01     4.743866686212275e-01     4.790507901982227e-01     4.959851450620008e-01     4.971180249632718e-01     4.779210231953914e-01 
    4.969829664763370e-01     4.853342646859497e-01     4.770401458231797e-01     4.693650620210749e-01     4.726419427219100e-01     4.762619149239342e-01     4.841042519570491e-01     4.800980299902172e-01     4.908996766499555e-01     4.780047024186148e-01     4.840330859185289e-01     4.789669891878054e-01     4.742790443222680e-01     4.734954452750504e-01     4.773053814267919e-01     4.791562968553146e-01     4.831875396225610e-01     4.778800350503488e-01     4.796039094138418e-01     4.679394886617207e-01     4.737125091517183e-01     4.736926231855346e-01     4.752922487527957e-01     4.730004953121448e-01     4.785287533494151e-01     4.807760026741577e-01     4.705544974900825e-01     4.842879389956207e-01     4.880867947202703e-01     5.015425223446131e-01     5.103244540143719e-01     4.854821931991162e-01 
    4.831161612243927e-01     4.886816710424318e-01     4.772964054753578e-01     4.638544840431585e-01     4.663224916630726e-01     4.727085667578891e-01     4.770618051602829e-01     4.804628499698054e-01     4.811281544906329e-01     4.731134142617976e-01     4.767836498750241e-01     4.811745971179023e-01     4.812487468071757e-01     4.734483594446883e-01     4.871939001958330e-01     4.997343708266236e-01     4.892975044177501e-01     4.795007117516393e-01     4.805427567637760e-01     4.784882432769375e-01     4.862653635643999e-01     4.799927664881748e-01     4.732854859870564e-01     4.672021906003817e-01     4.677209067300918e-01     4.789760861973496e-01     4.753156716517323e-01     4.809292724758426e-01     4.787838227961871e-01     4.894268859807194e-01     4.959004191494277e-01     4.785765488132282e-01 
    4.913029572671270e-01     4.789092427589026e-01     4.758088592462604e-01     4.712790663576973e-01     4.721931774987906e-01     4.853963363265053e-01     4.779611846886825e-01     4.763454277634224e-01     4.862805952216996e-01     4.717338177595002e-01     4.780610184616296e-01     4.763296364785398e-01     4.722355433904930e-01     4.655398219388404e-01     4.721315601530418e-01     4.786950545816525e-01     4.689424328964947e-01     4.740632159490424e-01     4.741948303881534e-01     4.765618854776713e-01     4.769416926373021e-01     4.778113197774016e-01     4.740370419765982e-01     4.728701038083031e-01     4.683855233408926e-01     4.617653986898972e-01     4.822643279208994e-01     4.806609656782174e-01     4.733537852431501e-01     4.861636231429068e-01     4.949750865728544e-01     4.950397855578543e-01 
    4.827649438590639e-01     4.681820731368952e-01     4.685799246248409e-01     4.734851477608022e-01     4.635075984414939e-01     4.769971728609686e-01     4.818477946772151e-01     4.796809673993787e-01     4.820556725601206e-01     4.711151613431444e-01     4.751273855091136e-01     4.822929688131837e-01     4.807448357759402e-01     4.838918373800489e-01     4.730169354360667e-01     4.793674064100664e-01     4.874746064069777e-01     4.870077315987428e-01     4.808373184913034e-01     4.789661891964566e-01     4.748837329137841e-01     4.794698824532868e-01     4.779365519629956e-01     4.721765686584824e-01     4.790420449655590e-01     4.662918139113929e-01     4.803616262132627e-01     4.673031760192538e-01     4.651746682216738e-01     4.819033570456304e-01     4.840160796815651e-01     4.753527385818779e-01 
    4.805585167688901e-01     4.675253667122711e-01     4.781869772633864e-01     4.652694637360971e-01     4.688185568294808e-01     4.795960352439129e-01     4.725523794433726e-01     4.681237287815542e-01     4.759148073132263e-01     4.637824908057845e-01     4.653308844652409e-01     4.674461766686772e-01     4.768670286115801e-01     4.810306622458714e-01     4.726336541242178e-01     4.888520103659935e-01     4.719767532075715e-01     4.686394457778513e-01     4.759772072353532e-01     4.690865212512555e-01     4.749178007448325e-01     4.872813724932726e-01     4.720362703778641e-01     4.756886969472388e-01     4.806669844054633e-01     4.643396272465026e-01     4.836016105219017e-01     4.800630117392951e-01     4.721222818468772e-01     4.870770336985681e-01     4.891423375113840e-01     4.837094695409070e-01 
    4.677310186423582e-01     4.642916049845409e-01     4.651606749459032e-01     4.682544285817216e-01     4.810637523591140e-01     4.839657164928899e-01     4.836368773332579e-01     4.698325128709426e-01     4.821056239341969e-01     4.710563372501678e-01     4.810791539670024e-01     4.812527167856585e-01     4.762013424551583e-01     4.853889827120968e-01     4.602586975532672e-01     4.837437609811261e-01     4.955643198700130e-01     4.816078343238946e-01     4.711270521167171e-01     4.732104047163906e-01     4.638978451602259e-01     4.792295878460071e-01     4.666762801478237e-01     4.799729254736199e-01     4.857677653943247e-01     4.808203430181918e-01     4.772646877552500e-01     4.895428985227402e-01     4.766121196963283e-01     4.879593195023779e-01     4.791438890815204e-01     4.755917898105873e-01 
