#count=9991
    6.923909992704249e-01     5.051104291101777e-01     4.793306890173031e-01     4.780095464626594e-01     4.828738942664083e-01     4.671533642857498e-01     4.630496406225837e-01     4.687417930697621e-01     4.707875854914779e-01     4.743029412034840e-01     4.770508380938840e-01     4.686414735471628e-01     4.698393391572914e-01     4.653395619467922e-01     4.759585547032804e-01     4.690898853640577e-01     4.642119230807459e-01     4.722188029043398e-01     4.659754815066497e-01     4.582846563237500e-01     4.663946857319727e-01     4.748773529593953e-01     4.716318040188788e-01     4.591663839979458e-01     4.769565232645840e-01     4.701519584581275e-01     4.710827905592456e-01     4.868190713345991e-01     4.820453344707568e-01     4.731288911240524e-01     4.983307569488045e-01     6.923909992704249e-01 
    6.146326914809227e-01     5.035527545669767e-01     4.718052768821381e-01     4.702391551320360e-01     4.658804251395236e-01     4.756865813469050e-01     4.661345499519919e-01     4.692750598905497e-01     4.717533205022807e-01     4.702242452501382e-01     4.663561138332768e-01     4.788831678360079e-01     4.594223458725920e-01     4.805036256305734e-01     4.569224524961221e-01     4.562090570563402e-01     4.640879550185693e-01     4.849244984939948e-01     4.762879061301913e-01     4.826358431334160e-01     4.757424838918066e-01     4.798423375082109e-01     4.833951360866389e-01     4.764070027235626e-01     4.645517468099292e-01     4.559711639861189e-01     4.520486789833100e-01     4.615471568322286e-01     4.830231123445301e-01     4.624107432797833e-01     4.680499178391220e-01     5.002478965144864e-01 
    5.147111260628149e-01     4.962165679414005e-01     4.831447074197535e-01     4.735132266322189e-01     4.762345034485045e-01     4.572594941732463e-01     4.702306686263985e-01     4.829342062201345e-01     4.705039206340741e-01     4.882662203546119e-01     4.602995254972609e-01     4.687280272251539e-01     4.584040349182957e-01     4.722410832453311e-01     4.705187856217630e-01     4.572171781263987e-01     4.520228512602769e-01     4.742183411074813e-01     4.726421161813469e-01     4.693875346717213e-01     4.663750615694752e-01     4.699620224612734e-01     4.856187835182125e-01     4.781978774768559e-01     4.696124045926788e-01     4.478197275386221e-01     4.455827233377881e-01     4.621842772103512e-01     4.830138976077226e-01     4.736913968211648e-01     4.780486546472058e-01     4.887928604589485e-01 
    4.999230629352240e-01     4.725827880856284e-01     4.584699500954383e-01     4.663408973103894e-01     4.777537328018541e-01     4.737238373525438e-01     4.613840654960701e-01     4.733789032278972e-01     4.828199992965579e-01     4.770732343934981e-01     4.734155465339709e-01     4.608522093665405e-01     4.532601232232351e-01     4.580958526323494e-01     4.737220180824268e-01     4.746543011968980e-01     4.664729265263353e-01     4.598671571973063e-01     4.740670019242829e-01     4.759647576932713e-01     4.679404943898382e-01     4.728011271500905e-01     4.575989165947995e-01     4.687935173621582e-01     4.696910761709952e-01     4.642859947414293e-01     4.510877377852847e-01     4.565885970287555e-01     4.763351807190653e-01     4.773732696922130e-01     4.762550238436071e-01     4.784206358545195e-01 
    4.808442596990349e-01     4.705859385879568e-01     4.525965897026915e-01     4.604149174571203e-01     4.723859581195904e-01     4.792989944603786e-01     4.664110614514424e-01     4.655390956656099e-01     4.788538095027325e-01     4.854774574077579e-01     4.750808181416737e-01     4.620283724128634e-01     4.631377393510355e-01     4.568587894388969e-01     4.610704510623361e-01     4.660402960689101e-01     4.644260264045379e-01     4.487674489615668e-01     4.566174768850038e-01     4.670082717066396e-01     4.645404489140942e-01     4.604183352645432e-01     4.684876426998774e-01     4.669914547825604e-01     4.559535812291439e-01     4.716354987269493e-01     4.561456165195096e-01     4.791420556573386e-01     4.716790811030866e-01     4.787300966864909e-01     4.631072665116058e-01     4.721962198045184e-01 
    4.664762687463745e-01     4.748330262457631e-01     4.512680833143950e-01     4.560572277717594e-01     4.598102371963380e-01     4.678881681239856e-01     4.738657196864349e-01     4.530218592017151e-01     4.544145550577440e-01     4.625797035825627e-01     4.686817233663690e-01     4.589740700662209e-01     4.662978116386355e-01     4.625878925828008e-01     4.647894359877154e-01     4.728702439816252e-01     4.742321829386711e-01     4.608546478143127e-01     4.756698724340224e-01     4.702493482511492e-01     4.647696183691420e-01     4.594184060367987e-01     4.609323192188274e-01     4.607685097291638e-01     4.610331251787819e-01     4.579622080595667e-01     4.580810024489586e-01     4.634886665531300e-01     4.881127053705918e-01     4.809774787690417e-01     4.644445831556160e-01     4.678972338935384e-01 
    4.651655274709310e-01     4.628890699762058e-01     4.539890969068625e-01     4.553868951871640e-01     4.609721419987889e-01     4.613248770623726e-01     4.687528864264856e-01     4.653413753999881e-01     4.633605660300522e-01     4.583796624599986e-01     4.597543498364404e-01     4.662400775281492e-01     4.553232900666708e-01     4.550390826406804e-01     4.594178120957230e-01     4.716541817586117e-01     4.663341140225793e-01     4.598842069289231e-01     4.603663335916290e-01     4.615243764155588e-01     4.652678066778075e-01     4.471665844724333e-01     4.545740913583887e-01     4.539798997820308e-01     4.679281035309882e-01     4.646813554576461e-01     4.670871831417385e-01     4.647215439508224e-01     4.728569670252934e-01     4.809390088560301e-01     4.874760102171841e-01     4.731026276990166e-01 
    4.624713096373850e-01     4.694928697581477e-01     4.545126627400596e-01     4.631140742884486e-01     4.644720410500683e-01     4.635060721225857e-01     4.651957359352458e-01     4.671507856253345e-01     4.578863427679287e-01     4.532700299115747e-01     4.564410989033123e-01     4.634192830196597e-01     4.660667324511092e-01     4.618123181654755e-01     4.589331252958069e-01     4.769154817104364e-01     4.748173161313865e-01     4.688211843868627e-01     4.609539608229669e-01     4.578538334738016e-01     4.608491155400566e-01     4.603322489028027e-01     4.546168690818453e-01     4.616368145846532e-01     4.622570247706332e-01     4.692899557967263e-01     4.581017491866546e-01     4.730132104234556e-01     4.687410168269956e-01     4.748549397005324e-01     4.636979113215288e-01     4.713459493440269e-01 
    4.586018872200391e-01     4.669503402424763e-01     4.602482465015150e-01     4.715366570914063e-01     4.684865096283213e-01     4.578415007630875e-01     4.766272608260627e-01     4.580071818648469e-01     4.688670184242968e-01     4.430892206405409e-01     4.572629497661461e-01     4.671914242388285e-01     4.715698022900517e-01     4.671125831689786e-01     4.668020617278936e-01     4.701635136060014e-01     4.753598845835639e-01     4.612182146542279e-01     4.609363823839467e-01     4.658357013974078e-01     4.546532872879328e-01     4.639894509194951e-01     4.645513081703236e-01     4.619646755134118e-01     4.537214279374367e-01     4.675448692713864e-01     4.643683446782466e-01     4.667063828285404e-01     4.724201552778247e-01     4.766146009788164e-01     4.555626844647082e-01     4.518326304778810e-01 
    4.630565966609805e-01     4.740342104230883e-01     4.625052071674475e-01     4.692107597161553e-01     4.688309132626090e-01     4.572017587125135e-01     4.613510956740579e-01     4.717173499484721e-01     4.616599339743412e-01     4.576140169409567e-01     4.541374074594183e-01     4.601413754097980e-01     4.576270810713372e-01     4.628783913811218e-01     4.643770319179198e-01     4.708132479792160e-01     4.695846161335989e-01     4.604658566884828e-01     4.489883232181637e-01     4.650848968666353e-01     4.571309244491910e-01     4.576268343852641e-01     4.766963826361295e-01     4.651878693229167e-01     4.652910354336180e-01     4.755451528781776e-01     4.706395804624540e-01     4.635954846025321e-01     4.739066014110488e-01     4.685236172087978e-01     4.558896157034081e-01     4.473173383576142e-01 
